transaction_id,customer_id,amount_inr,payment_method,hour_of_day,velocity_1h,velocity_24h,new_device,geo_mismatch,billing_shipping_mismatch,failed_attempts_prior,account_age_days,prior_successful_txns,prior_chargebacks,known_device_count,is_fraud
TXN_000060,CUST_00012,644.96,card,21,0,1,False,False,False,0,657,7,0,1,1
TXN_000664,CUST_00213,666.18,wallet,16,0,1,False,False,False,0,657,14,1,2,0
TXN_000525,CUST_00002,7785.02,wallet,23,1,5,False,False,True,0,906,21,0,4,1
TXN_000174,CUST_00050,1562.4,upi,14,0,3,False,False,False,0,134,2,0,4,0
TXN_000536,CUST_00181,1731.37,upi,19,0,1,True,False,False,1,414,11,0,1,0
TXN_000066,CUST_00010,8372.59,netbanking,14,0,1,False,True,False,1,26,1,0,4,0
TXN_000820,CUST_00004,4418.32,card,23,0,2,False,False,False,1,32,0,0,3,0
TXN_000777,CUST_00212,802.6,netbanking,8,0,1,False,False,False,0,290,10,0,1,0
TXN_000381,CUST_00173,4956.27,upi,1,2,6,False,False,True,4,508,18,0,3,1
TXN_000485,CUST_00051,3263.11,upi,14,0,1,False,False,True,0,8,0,0,2,0
TXN_000218,CUST_00059,2098.15,upi,13,0,1,False,False,False,1,49,2,0,2,0
TXN_000575,CUST_00023,1304.27,card,12,0,1,False,False,False,0,466,14,0,4,0
TXN_000346,CUST_00209,2615.73,card,23,1,2,True,False,False,0,1090,31,0,1,0
TXN_000545,CUST_00111,595.26,card,9,0,1,False,False,False,0,71,0,0,3,0
TXN_000800,CUST_00120,571.29,card,10,0,1,False,False,False,0,451,4,0,3,0
TXN_000809,CUST_00101,6738.68,card,5,0,0,False,False,False,0,1171,29,0,2,0
TXN_000778,CUST_00073,1414.19,card,10,0,0,False,False,False,0,126,6,0,4,0
TXN_000398,CUST_00088,4121.34,card,8,0,0,False,False,False,0,146,4,0,4,0
TXN_000076,CUST_00069,864.13,card,1,0,2,False,False,False,1,363,5,1,2,0
TXN_000196,CUST_00083,3320.16,upi,13,0,0,False,False,False,0,54,1,0,1,0
TXN_000631,CUST_00034,4765.04,upi,7,0,1,False,False,False,0,175,8,0,2,0
TXN_000751,CUST_00055,2250.67,upi,14,0,1,False,False,False,1,214,4,0,4,0
TXN_000570,CUST_00117,1376.82,card,9,1,2,False,False,False,0,585,16,0,1,0
TXN_000405,CUST_00051,2353.07,upi,15,0,0,False,False,False,0,8,0,0,2,0
TXN_000512,CUST_00116,1355.82,upi,19,1,2,False,False,False,0,820,15,0,2,0
TXN_000338,CUST_00216,2989.68,card,10,0,2,False,False,False,1,96,1,0,1,0
TXN_000895,CUST_00077,1544.99,card,12,0,2,True,False,False,0,312,5,0,4,0
TXN_000227,CUST_00038,1208.72,upi,5,5,8,True,True,False,3,333,13,0,1,1
TXN_000669,CUST_00191,607.62,card,10,0,1,False,False,False,1,398,13,0,3,0
TXN_000204,CUST_00013,2274.08,netbanking,16,0,3,False,False,False,1,147,1,0,2,0
TXN_000745,CUST_00146,974.17,upi,7,1,3,False,False,False,0,286,6,1,2,0
TXN_000192,CUST_00099,10945.93,upi,18,4,7,False,True,False,3,855,20,0,3,1
TXN_000874,CUST_00083,3166.17,card,18,0,4,False,False,True,0,54,1,0,1,0
TXN_000794,CUST_00165,2726.68,card,16,0,0,False,False,False,0,284,6,0,2,0
TXN_000774,CUST_00021,2325.55,card,11,0,2,False,False,False,0,84,1,0,3,1
TXN_000481,CUST_00191,6921.24,upi,2,3,9,False,False,True,2,398,13,0,3,1
TXN_000834,CUST_00001,4058.42,card,4,0,4,False,False,False,1,887,13,0,1,0
TXN_000465,CUST_00113,1621.1,card,0,0,0,False,False,False,0,367,5,0,3,0
TXN_000807,CUST_00003,1369.93,card,19,0,3,False,False,False,0,106,3,0,3,0
TXN_000885,CUST_00081,4003.26,card,9,0,2,False,False,False,0,109,3,0,1,0
TXN_000096,CUST_00179,640.72,card,10,0,0,True,False,False,0,451,10,0,2,0
TXN_000891,CUST_00048,1918.55,netbanking,10,1,2,False,False,False,0,121,5,0,4,0
TXN_000326,CUST_00074,5828.74,card,15,0,0,False,False,False,0,18,0,0,3,0
TXN_000294,CUST_00025,1861.99,upi,21,0,4,False,False,False,0,158,3,0,1,0
TXN_000210,CUST_00188,1770.59,card,12,1,1,False,False,False,0,927,23,0,2,0
TXN_000440,CUST_00085,840.36,upi,20,0,2,False,False,False,0,20,1,0,4,0
TXN_000783,CUST_00171,1286.07,card,20,0,0,False,False,False,0,810,15,0,4,0
TXN_000078,CUST_00151,603.46,card,11,0,1,True,False,False,1,953,20,0,4,0
TXN_000265,CUST_00038,3103.47,card,1,2,7,False,False,False,0,333,13,0,1,0
TXN_000829,CUST_00113,545.55,upi,18,0,2,False,False,False,1,367,5,0,3,0
TXN_000428,CUST_00001,1486.88,card,9,0,0,False,False,False,0,887,13,0,1,0
TXN_000141,CUST_00148,2410.71,card,14,1,2,False,False,False,0,232,6,0,2,0
TXN_000582,CUST_00040,1094.85,card,14,1,1,True,False,False,0,506,12,0,4,0
TXN_000743,CUST_00084,4608.2,card,13,0,2,True,False,False,0,44,1,0,4,0
TXN_000363,CUST_00111,5552.61,card,5,0,1,False,False,False,0,71,0,0,3,0
TXN_000065,CUST_00167,668.81,upi,17,0,0,False,False,False,0,136,4,0,4,0
TXN_000789,CUST_00142,6315.89,upi,23,4,10,False,True,False,0,613,9,0,4,1
TXN_000291,CUST_00155,897.86,card,6,0,1,False,False,False,0,1058,18,0,3,0
TXN_000603,CUST_00208,9194.48,card,19,0,1,False,True,False,0,386,8,0,3,0
TXN_000857,CUST_00219,1709.57,card,7,0,0,False,False,False,0,329,8,0,2,0
TXN_000486,CUST_00023,1295.09,netbanking,3,0,0,False,False,False,0,466,14,0,4,0
TXN_000235,CUST_00016,1033.51,card,7,0,1,False,False,False,0,34,2,0,1,0
TXN_000250,CUST_00092,3977.84,card,13,0,2,False,False,False,0,490,12,0,2,0
TXN_000049,CUST_00170,5438.7,card,1,3,7,True,False,False,3,115,3,0,1,1
TXN_000657,CUST_00104,2813.29,upi,23,0,0,False,False,False,0,703,16,0,3,0
TXN_000309,CUST_00030,1777.76,netbanking,7,1,2,False,False,False,0,147,2,0,1,0
TXN_000709,CUST_00214,4657.66,upi,7,0,1,False,False,True,0,136,6,0,2,0
TXN_000275,CUST_00189,288.62,netbanking,12,1,2,False,False,False,0,396,11,0,2,0
TXN_000894,CUST_00096,4932.42,upi,0,0,0,False,False,False,0,115,0,0,2,0
TXN_000165,CUST_00212,4488.74,card,12,0,1,False,False,False,0,290,10,0,1,0
TXN_000513,CUST_00136,1276.32,card,0,0,1,False,False,True,0,2064,54,0,4,0
TXN_000033,CUST_00206,506.43,upi,10,0,0,False,True,False,0,40,0,0,1,1
TXN_000031,CUST_00047,775.1,upi,20,0,3,True,False,False,0,106,1,0,1,0
TXN_000673,CUST_00139,1140.44,card,11,1,2,False,False,False,0,92,2,0,4,0
TXN_000404,CUST_00034,4404.99,card,13,1,4,True,True,False,1,175,8,0,2,1
TXN_000518,CUST_00086,3026.86,card,16,1,3,True,False,False,0,652,21,0,4,1
TXN_000430,CUST_00024,4891.58,card,9,2,4,False,False,False,0,249,5,0,4,0
TXN_000109,CUST_00079,2191.07,upi,16,0,0,True,False,False,0,286,5,0,3,0
TXN_000077,CUST_00113,869.15,card,3,0,1,False,False,False,0,367,5,0,3,0
TXN_000412,CUST_00110,1094.85,card,2,0,1,False,True,False,0,53,2,0,1,1
TXN_000312,CUST_00138,1473.65,card,2,0,4,False,False,False,2,531,15,0,1,0
TXN_000082,CUST_00192,694.83,upi,12,1,1,False,False,True,0,217,4,0,4,0
TXN_000321,CUST_00092,1279.62,wallet,0,2,3,True,True,True,1,490,12,0,2,1
TXN_000649,CUST_00164,2374.54,card,20,1,2,False,False,False,0,168,2,0,3,0
TXN_000693,CUST_00106,4588.93,card,10,0,0,False,False,False,0,405,9,0,2,0
TXN_000360,CUST_00115,3856.63,wallet,13,0,1,False,False,False,0,260,8,0,4,0
TXN_000487,CUST_00170,936.22,card,15,0,0,False,False,False,0,115,3,0,1,0
TXN_000464,CUST_00039,2866.57,card,5,3,5,False,False,False,1,112,2,0,3,0
TXN_000005,CUST_00059,859.49,netbanking,1,3,7,True,True,False,3,49,2,0,2,1
TXN_000054,CUST_00035,2089.99,upi,10,0,3,False,False,False,1,243,3,0,4,0
TXN_000734,CUST_00121,2196.2,wallet,19,0,3,True,False,False,0,172,2,0,3,0
TXN_000462,CUST_00018,5569.54,upi,9,1,5,False,False,False,0,342,6,0,2,0
TXN_000323,CUST_00019,1154.94,netbanking,12,0,1,False,False,True,0,156,3,0,2,1
TXN_000367,CUST_00216,390.46,wallet,9,0,2,False,False,False,0,96,1,0,1,0
TXN_000097,CUST_00042,634.36,netbanking,17,0,2,False,False,False,0,411,10,0,4,0
TXN_000444,CUST_00050,1466.28,upi,9,0,1,False,False,False,0,134,2,0,4,0
TXN_000576,CUST_00194,2430.42,card,16,0,4,False,False,False,0,104,3,0,3,0
TXN_000897,CUST_00008,2591.21,wallet,8,0,1,False,False,False,0,30,2,0,2,0
TXN_000578,CUST_00139,513.83,upi,4,0,3,False,False,False,0,92,2,0,4,0
TXN_000779,CUST_00005,2160.46,netbanking,14,1,4,False,False,False,0,552,9,0,1,0
TXN_000025,CUST_00036,796.85,card,4,0,1,False,False,False,0,130,5,0,2,0
TXN_000084,CUST_00187,1643.71,upi,10,0,0,True,False,False,0,321,7,0,3,0
TXN_000010,CUST_00062,1862.47,card,21,0,1,False,False,False,1,572,14,0,1,1
TXN_000334,CUST_00104,2548.65,upi,22,0,0,False,False,False,1,703,16,0,3,0
TXN_000244,CUST_00165,1033.08,upi,11,0,1,False,False,False,0,284,6,0,2,1
TXN_000678,CUST_00021,3243.54,netbanking,8,1,2,False,False,False,0,84,1,0,3,0
TXN_000306,CUST_00034,2348.02,card,19,1,2,False,False,False,0,175,8,0,2,0
TXN_000591,CUST_00039,640.74,card,14,0,0,False,False,False,0,112,2,0,3,1
TXN_000118,CUST_00134,1935.12,card,22,0,1,False,False,False,0,623,15,0,3,0
TXN_000290,CUST_00101,3590.73,card,23,1,2,False,False,False,0,1171,29,0,2,0
TXN_000316,CUST_00137,9853.11,card,14,0,1,False,False,False,0,255,8,0,2,0
TXN_000029,CUST_00176,756.17,card,10,1,2,False,False,False,0,434,10,1,1,0
TXN_000055,CUST_00211,911.54,card,22,0,2,False,False,False,0,659,14,0,4,0
TXN_000417,CUST_00050,1209.72,netbanking,0,0,2,False,False,False,0,134,2,0,4,0
TXN_000599,CUST_00209,1915.0,card,3,1,3,False,False,True,0,1090,31,0,1,1
TXN_000850,CUST_00093,782.38,upi,15,4,8,True,True,True,1,125,6,0,1,1
TXN_000368,CUST_00115,2577.65,card,16,0,2,False,False,False,0,260,8,0,4,0
TXN_000081,CUST_00131,3777.18,card,3,1,7,True,True,False,2,565,12,0,4,1
TXN_000629,CUST_00128,2711.76,card,21,1,3,False,False,False,0,17,0,0,2,0
TXN_000375,CUST_00021,2012.39,upi,4,0,0,True,False,False,0,84,1,0,3,0
TXN_000862,CUST_00044,1102.69,upi,5,1,2,False,False,False,0,430,5,0,2,0
TXN_000426,CUST_00168,4885.66,upi,19,0,2,False,False,False,0,290,9,0,1,0
TXN_000787,CUST_00177,17765.81,upi,21,0,2,False,False,False,0,538,15,0,1,0
TXN_000569,CUST_00174,1922.18,upi,1,0,0,False,False,False,0,115,2,0,4,0
TXN_000697,CUST_00064,1137.6,upi,12,0,1,False,False,False,1,800,14,0,1,0
TXN_000286,CUST_00046,4357.82,card,0,0,0,True,False,False,0,426,4,0,3,0
TXN_000714,CUST_00079,2032.37,upi,6,0,1,True,False,False,0,286,5,0,3,0
TXN_000539,CUST_00163,576.07,wallet,7,0,1,False,False,False,0,109,2,0,3,0
TXN_000357,CUST_00116,1116.49,card,7,0,0,False,False,False,0,820,15,0,2,0
TXN_000768,CUST_00170,9066.73,card,5,2,4,True,False,False,1,115,3,0,1,0
TXN_000845,CUST_00193,2712.55,netbanking,7,1,2,False,True,True,0,43,0,0,3,0
TXN_000718,CUST_00063,1037.68,card,18,0,0,False,False,False,0,2017,43,0,3,0
TXN_000394,CUST_00090,2793.47,card,23,0,1,False,False,True,0,71,0,0,4,0
TXN_000500,CUST_00154,28108.22,netbanking,20,2,6,False,True,False,3,63,2,0,4,1
TXN_000365,CUST_00105,2506.47,upi,19,0,1,False,False,False,0,276,4,0,3,0
TXN_000730,CUST_00047,1110.7,upi,16,0,2,False,False,False,0,106,1,0,1,0
TXN_000482,CUST_00221,2432.7,card,10,0,2,False,False,False,0,438,7,2,1,0
TXN_000409,CUST_00112,4092.92,card,0,3,12,True,False,False,2,117,1,0,1,0
TXN_000473,CUST_00075,2014.64,upi,19,0,1,False,False,False,0,351,3,0,3,0
TXN_000292,CUST_00146,2658.11,upi,21,0,1,False,True,False,0,286,6,1,2,0
TXN_000007,CUST_00061,1548.53,card,4,0,1,False,False,False,0,522,9,2,4,0
TXN_000451,CUST_00221,3783.06,card,1,0,0,False,False,False,0,438,7,2,1,0
TXN_000155,CUST_00012,813.07,netbanking,23,1,5,True,False,False,0,657,7,0,1,0
TXN_000351,CUST_00135,643.16,upi,6,1,1,False,False,False,0,35,1,0,4,0
TXN_000429,CUST_00222,2523.62,card,13,1,2,True,False,False,0,397,9,0,2,0
TXN_000101,CUST_00216,2646.64,upi,4,0,0,False,False,False,0,96,1,0,1,0
TXN_000199,CUST_00119,750.36,card,12,0,1,False,False,False,0,64,1,0,1,0
TXN_000613,CUST_00203,2166.88,card,3,0,0,False,True,False,0,166,3,0,1,0
TXN_000528,CUST_00133,9544.82,card,22,0,1,False,False,False,0,637,15,0,2,0
TXN_000815,CUST_00107,1906.4,netbanking,16,1,2,False,False,False,0,144,5,0,1,0
TXN_000380,CUST_00082,2541.45,upi,21,0,2,False,False,False,0,51,1,0,4,1
TXN_000300,CUST_00076,1082.24,card,1,0,1,False,False,False,1,970,16,0,4,0
TXN_000416,CUST_00181,2982.9,wallet,3,0,2,True,False,False,0,414,11,0,1,0
TXN_000878,CUST_00090,3106.91,card,14,0,0,False,False,False,0,71,0,0,4,1
TXN_000319,CUST_00100,1455.73,upi,11,1,4,False,False,False,0,383,5,0,4,0
TXN_000002,CUST_00121,1075.11,card,3,0,1,True,False,False,0,172,2,0,3,0
TXN_000254,CUST_00098,1966.86,upi,7,0,1,False,False,False,0,191,5,0,3,0
TXN_000507,CUST_00004,2045.16,card,10,0,1,False,False,False,0,32,0,0,3,1
TXN_000499,CUST_00061,8686.42,card,5,0,1,False,False,False,0,522,9,2,4,0
TXN_000266,CUST_00094,3843.62,upi,9,1,2,False,False,True,0,76,2,0,2,0
TXN_000158,CUST_00184,966.37,card,16,0,2,False,False,False,0,251,5,0,1,1
TXN_000521,CUST_00180,2145.54,wallet,21,0,1,False,False,False,0,387,5,0,3,1
TXN_000836,CUST_00164,3775.15,card,7,0,1,False,False,False,0,168,2,0,3,0
TXN_000567,CUST_00137,887.8,card,17,0,0,False,False,False,0,255,8,0,2,0
TXN_000332,CUST_00190,681.04,card,0,0,1,False,False,False,0,53,1,0,2,0
TXN_000432,CUST_00076,4000.68,card,13,0,2,True,False,False,0,970,16,0,4,0
TXN_000305,CUST_00137,6040.84,netbanking,16,1,2,False,False,False,0,255,8,0,2,0
TXN_000436,CUST_00090,4396.31,upi,1,4,8,True,False,False,1,71,0,0,4,1
TXN_000526,CUST_00123,1495.04,card,18,0,2,False,False,False,0,151,1,0,3,0
TXN_000408,CUST_00212,1001.4,card,3,3,9,True,False,False,0,290,10,0,1,1
TXN_000893,CUST_00202,2434.95,card,10,0,0,True,False,False,0,3,0,0,2,0
TXN_000359,CUST_00108,4458.49,card,13,0,1,False,False,False,1,83,0,0,1,0
TXN_000585,CUST_00050,5371.16,card,20,0,0,True,False,False,0,134,2,0,4,0
TXN_000655,CUST_00049,7746.63,netbanking,23,1,2,False,False,False,1,62,0,0,3,0
TXN_000659,CUST_00212,8165.21,card,17,0,3,False,False,True,0,290,10,0,1,0
TXN_000212,CUST_00013,7948.29,upi,3,3,11,True,False,False,0,147,1,0,2,1
TXN_000828,CUST_00177,938.28,card,15,1,3,False,False,False,0,538,15,0,1,1
TXN_000079,CUST_00113,5896.27,upi,6,1,2,False,False,False,0,367,5,0,3,0
TXN_000148,CUST_00206,3715.18,upi,15,0,2,True,False,False,0,40,0,0,1,1
TXN_000259,CUST_00100,12347.77,card,14,1,4,False,False,False,0,383,5,0,4,0
TXN_000594,CUST_00127,3576.1,card,15,0,1,False,False,False,0,111,2,0,4,0
TXN_000842,CUST_00198,10945.66,netbanking,4,3,6,False,True,True,3,168,5,0,4,1
TXN_000382,CUST_00121,1796.4,card,13,0,1,True,False,False,0,172,2,0,3,0
TXN_000483,CUST_00100,1952.87,wallet,21,0,0,False,False,False,0,383,5,0,4,0
TXN_000133,CUST_00067,1649.82,wallet,6,2,4,False,False,False,0,225,10,0,2,0
TXN_000468,CUST_00092,1718.91,card,15,1,2,False,False,False,0,490,12,0,2,0
TXN_000548,CUST_00207,692.63,card,13,1,2,False,False,False,0,260,7,0,4,1
TXN_000506,CUST_00181,1370.96,upi,5,1,4,False,False,False,0,414,11,0,1,0
TXN_000653,CUST_00039,2094.93,upi,20,0,1,False,False,False,1,112,2,0,3,1
TXN_000638,CUST_00041,1039.39,upi,3,0,1,False,False,False,0,528,15,0,1,0
TXN_000752,CUST_00075,5599.61,upi,19,2,2,False,False,False,0,351,3,0,3,0
TXN_000281,CUST_00192,1194.85,upi,12,2,3,True,False,False,0,217,4,0,4,0
TXN_000687,CUST_00151,1585.85,upi,18,0,1,False,False,False,0,953,20,0,4,1
TXN_000705,CUST_00189,961.37,card,11,0,1,False,False,False,0,396,11,0,2,1
TXN_000296,CUST_00221,1566.43,upi,6,0,0,False,True,False,0,438,7,2,1,1
TXN_000172,CUST_00118,11980.86,wallet,14,0,2,False,False,False,0,445,14,0,4,0
TXN_000863,CUST_00006,1182.21,card,1,3,6,False,True,True,2,535,13,0,4,1
TXN_000467,CUST_00143,7646.9,upi,17,0,1,False,False,False,0,175,5,0,3,0
TXN_000812,CUST_00115,1968.08,card,18,0,0,False,False,True,0,260,8,0,4,0
TXN_000808,CUST_00017,3563.55,card,2,3,8,True,True,False,0,119,1,0,1,1
TXN_000090,CUST_00174,1551.69,netbanking,18,1,3,False,False,False,1,115,2,0,4,0
TXN_000841,CUST_00058,3123.08,wallet,4,0,0,False,False,False,0,137,2,0,4,0
TXN_000181,CUST_00119,3461.87,upi,23,2,4,False,True,False,0,64,1,0,1,0
TXN_000861,CUST_00067,2470.69,card,4,1,2,False,False,False,0,225,10,0,2,0
TXN_000802,CUST_00178,778.81,upi,12,1,1,False,False,False,0,361,9,0,2,0
TXN_000069,CUST_00168,3340.43,card,21,1,1,True,False,False,0,290,9,0,1,0
TXN_000131,CUST_00198,3021.75,upi,4,1,3,False,False,False,0,168,5,0,4,0
TXN_000598,CUST_00136,604.69,upi,7,0,0,False,False,False,1,2064,54,0,4,0
TXN_000477,CUST_00028,2614.95,upi,10,1,2,False,False,False,0,68,3,0,2,0
TXN_000135,CUST_00173,7959.66,card,14,4,6,True,False,False,1,508,18,0,3,1
TXN_000164,CUST_00093,1160.92,netbanking,15,0,0,True,False,False,0,125,6,0,1,0
TXN_000028,CUST_00097,2740.37,upi,6,0,0,False,False,False,0,28,1,0,4,0
TXN_000497,CUST_00147,3148.65,upi,10,0,0,False,False,False,0,179,4,0,4,0
TXN_000193,CUST_00159,982.49,card,4,0,2,False,False,False,0,48,0,0,4,0
TXN_000311,CUST_00156,7986.4,card,17,3,8,True,True,False,2,138,6,0,2,1
TXN_000723,CUST_00154,8306.81,netbanking,13,0,1,False,False,True,0,63,2,0,4,1
TXN_000640,CUST_00117,1096.44,wallet,2,0,4,False,False,False,0,585,16,0,1,0
TXN_000537,CUST_00148,1790.44,upi,11,0,0,True,False,False,0,232,6,0,2,0
TXN_000140,CUST_00066,2381.59,card,14,1,1,False,False,False,0,396,13,0,2,0
TXN_000173,CUST_00194,6271.87,card,7,0,1,False,True,False,0,104,3,0,3,0
TXN_000006,CUST_00135,1789.27,card,18,0,0,False,False,False,0,35,1,0,4,0
TXN_000581,CUST_00055,3630.53,wallet,4,0,2,False,False,False,0,214,4,0,4,0
TXN_000377,CUST_00000,4903.49,upi,4,0,1,False,False,False,0,913,21,0,2,0
TXN_000073,CUST_00026,547.53,card,17,0,0,False,False,False,0,172,6,0,2,0
